,link,text,date,likes,comments
76,https://twitter.com/mehradmoha35632/status/1787721221649350871#m,#اسرائیل #پارک_لاله #استقلال  خدایا قلب های ما را از عشق خودت لبریز کن، و همواره مشغول به خودت بدار...  #احمدالحسن_را_بشناس,"May 7, 2024 · 5:48 AM UTC",7,0
77,https://twitter.com/derakhshan_13/status/1787580540335329744#m,آدمی باید این نکته را در نظر داشته باشد که او برای امتحان شدن به این عالم جسمانی آمد نه برای ماندگاری و زندگی جاوید در دنیا؛ بلکه همانا عاقبت خود این عالم مادی جسمانی به عنوان یک کل، در جهت زوال و نابودی در حرکت است.  #احمد_الحسن ،#یمانی_موعود (📚جهاد درب بهشت صفحه ۷۸) #پارک_لاله,"May 6, 2024 · 8:29 PM UTC",1,0
78,https://twitter.com/0x_Alireza/status/1787836123835728091#m,دوستان عزیز لطفا ۳۰ ثانیه به خودتون وقت بدید برید این community note رو امتیاز بدید بهش تا بیشتر دیده شه #زاکانی #پرچم_فلسطينو_بكن_تو_كونت #پارک_لاله,"May 7, 2024 · 1:25 PM UTC",1,0
79,https://twitter.com/savetaofficial/status/1787828833812664482#m,* $PARAM | $BEYOND | $SKR | $PIXIZ | $COOKIE | $BUBBLE | $XTER *  #Airdrop #Bollywood #Binance    #T20WorldCup #Giveaways   | https://nitter.net/TechKaBazar/status/1787827266858496247 |  #پارک_لاله,"May 7, 2024 · 12:56 PM UTC",0,0
80,https://twitter.com/derakhshan_13/status/1787827697260835055#m,بی نیازی فقط بوسیله خدا و از خدا است. کسی که از خدا روی برگرداند،هرگز بی نیازی واقعی را نخواهد یافت.او انقدر پی سراب له له می زند تا در دل بیابان جان دهد.🥲  #احمد_الحسن ،یمانی موعود (📚همگام با عبد صالح جلد ۱صفحه۸۳) #زاکانی #استقلال #پارک_لاله,"May 7, 2024 · 12:51 PM UTC",4,0
81,https://twitter.com/Mohamad04460832/status/1787824951715655715#m,رسول خدا هیچ کس را برای پوشيدن حجاب مجبور نكرد... #احمد_الحسن - #پارک_لاله - #استقلال - #پرسپولیس,"May 7, 2024 · 12:40 PM UTC",13,0
82,https://twitter.com/Mohamad04460832/status/1787823029524815900#m,جهت اطلاع بیشتر در مورد وصی و فرستاده امام مهدی، همان احمد مذکور در وصیت نامه پیامبر(ص) به سایتhttps://almahdyoon.co/ مراجعه بفرمایید #احمد_الحسن #پارک_لاله,"May 7, 2024 · 12:33 PM UTC",4,0
83,https://twitter.com/jkh1974/status/1787798955134251101#m,لعنت بر زاکانی لعنت بر شورای شهر لعنت بر چمران لعنت بر جمهوری اسلامی #اخراج_زاکانی #پارک_لاله #پارک_قیطریه #شورای_شهر_بیعرضه #اخراج_افغانی_مطالبه_ملی,"May 7, 2024 · 10:57 AM UTC",0,0
84,https://twitter.com/blackperrsona/status/1787795671128420510#m,امروز پارک لاله و بلوار کشاورز چه خبره؟ کلی نیروی ویژه و پلیس ریخته اونجا #پارک_لاله,"May 7, 2024 · 10:44 AM UTC",5,0
85,https://twitter.com/BcuzTheSkysHigh/status/1787793654150525232#m,پسر درختای #پارک_لاله رو میخوان قطع کنن که فرهنگسرا بسازن، چقدر احمق آخه چقدر کسخل,"May 7, 2024 · 10:36 AM UTC",1,1
86,https://twitter.com/jette_ck/status/1787782564075155882#m,گل های #پارک_لاله,"May 7, 2024 · 9:52 AM UTC",3,0
87,https://twitter.com/SHIVAARASTEH/status/1787776199055245654#m,شاید تنها راه نجات ، ورود قوه قضائیه و دادستان به موضوع تعرض شهرداری تهران به فضای سبز به بهانه ساخت و ساز غیرقانونی باشد . .... ما حتی به گزینه طرح شکایت از شهرداری  به  مراجع ذیصلاح فکر کردیم . #پارک_لاله #پارک_قیطریه,"May 7, 2024 · 9:27 AM UTC",103,9
88,https://twitter.com/jkh1974/status/1787870610921529564#m,آخوند حالا بهشون رحم کن گناه دارند گیر دادن به خانم های ایرانی و اذیت کردنشون راحت تر نیست؟!! آخوند و تفکرات آخوندی بلای جان ایران و ایرانی لعنت بر زاکانی ،لعنت بر شورای شهر،لعنت بر چمران  لعنت بر جمهوری اسلامی #پارک_لاله #پارک_قیطریه #اخراج_افغانی_مطالبه_ملی,"May 7, 2024 · 3:42 PM UTC",0,0
89,https://twitter.com/Emad__Ebad/status/1787692559650677179#m,موضوع ساخت مسجد در #پارک_قیطریه و ساخت فرهنگسرا در #پارک_لاله هم، موضوع امنیتی است! هر حماقت و خریت و فساد و کثافت‌کاری که دارند به موضوعات امنیتی ارتباط می‌دهند!,"May 7, 2024 · 3:54 AM UTC",0,0
90,https://twitter.com/hodhodv1985/status/1787624990231101681#m,کاش یه تراپیستی داوطلب بشه بره با #زاکانی حرف بزنه تا خاطره بَدش از درخت رو فراموش کنه.  #شهرداری #شهرداری_تهران #پارک_قیطریه #پارک_لاله #مسجد #قطع_درخت #تهران,"May 6, 2024 · 11:26 PM UTC",0,0
91,https://twitter.com/derakhshan_13/status/1787845900997435766#m,کلامی از سید #احمد_الحسن :  🌼بسیار خداوند را یاد کن  و بدان هرچقدر که خداوند را یاد کنی باز هم از غافلین رد نمیشوی تا ولی خدا را یاری کنی و از سجده کنندگان باشی.  (📚جواب المنیر ج۱ سوال۱۴) #سازنده #پارک_لاله,"May 7, 2024 · 2:04 PM UTC",7,1
92,https://twitter.com/SHIVAARASTEH/status/1787566241550397757#m,"سال ۹۴ بود ، اولین تجربه من در مقابله  با آسیب زدن به بناهای تاریخی و بی قانونی های شهری . کمپین"" بازگرداندن زندگی به شهر"" را راه انداختم و به کمک دانشجویانم جلوی مخدوش کردن نمای بانک ملی انقلاب را گرفتیم .  یک دهه گذشت و همچنان باید مراقب شهر و میراثمان باشیم .  #پارک_لاله","May 6, 2024 · 7:32 PM UTC",129,7
93,https://twitter.com/zahram_1324/status/1787579398125727953#m,ناراحتی من به خاطر شما است؛ زیرا شما ای اهل زمین در صحرای مادیات سرگردان شده اید همان گونه که قوم بنی اسرائیل در صحرای سینا سرگردان شده بودند.😓  #احمد_الحسن ،فرستاده امام مهدی (#یمانی_موعود)  (📚پاسخ های روشنگرانه ، ج ۱) #پارک_لاله,"May 6, 2024 · 8:25 PM UTC",3,0
94,https://twitter.com/soudeh_najafi/status/1787561886789116023#m,۱/در صحن شورا درخصوص #پارک_لاله عرض کردم:حدود ۳ هزار متر از پارک لاله حصارکشی شده است تا همانطور که مدیران شهرداری به صورت غیر رسمی گفته‌اند مجموعه فرهنگی در این مکان بدون قطع درختان ساخته شود!,"May 6, 2024 · 7:15 PM UTC",31,1
95,https://twitter.com/masoud__a25/status/1787546961740275733#m,سید #احمد_الحسن یمانی موعود .!!!  #پرسپولیس #فوری #محمود_مهرابى #پارک_لاله,"May 6, 2024 · 6:16 PM UTC",3,1
96,https://twitter.com/forallofiran/status/1787463901459734989#m,درود دوستان عزیز🫶🏻 ۲ هفته از کارهامون پست نکردم، کلی کارهای قشنگ با کمک مردم انجام دادیم. بسته‌های معیشتی برای محروم‌ترین خانواده‌های یکی از دورافتاده‌ترین روستاهای کل ایران.  ۳۴ خانوار بلوچستان  💚🤍❤️  #بلوچستان #ایران #پارک_لاله #توماج_صالحى #فاطمه_سپهری #رضا_رسايى #Iran,"May 6, 2024 · 12:46 PM UTC",25,2
97,https://twitter.com/blueberry83636/status/1787532020630929505#m,#پارک_قیطریه #پارک_لاله #زاکانی قاتل درختان شهر,"May 6, 2024 · 5:16 PM UTC",1,0
98,https://twitter.com/Hadis1310313/status/1787486231263072497#m,💠شما را به اقرار به حق و پيروى از حق هر چند که خالی از منافع مادی باشد دعوت مى كنم.    به حق تلخ روی آوريد زيرا 👈در دواى تلخ شفاى امراض بی علاج است.  به حقى روی آوريد كه برايتان هيچ دوستی باقی نمی گذارد!   #احمد_الحسن #پارک_لاله #بسیج_مردم,"May 6, 2024 · 2:15 PM UTC",18,1
99,https://twitter.com/SHIVAARASTEH/status/1787475672887095622#m,آقای شهردار اگر نمی یای دور باغچه خونمون حصار بکشی ، کمی سبزی بکارم توش ؟!  #پارک_قیطریه #پارک_لاله,"May 6, 2024 · 1:33 PM UTC",188,7
100,https://twitter.com/Nazanin92000/status/1787469161045578130#m,دوستان این عزیزان و قهرمانان وطن گاهی وحشتناک ترین شکنجه ها رامتحمل می شوند پس ازسال‌های طولانی و ننگین اسارت جان خودرادرسکوت و خفا زمانی که همگان به زندگی عادی وآرام خودادامه می‌دهند ازدست می‌دهند بی تفاوتی جامعه باعث گرفته شدن جان آنهاست  #نه_به_اعدام #خسرو_بشارت #پارک_لاله,"May 6, 2024 · 1:07 PM UTC",15,0
101,https://twitter.com/__hatam/status/1787466844934136048#m,با خبر خوندن آشنایی داری رفیق!؟ #پارک_لاله,"May 6, 2024 · 12:58 PM UTC",4,0
102,https://twitter.com/masoud__a25/status/1787546351904936087#m,وای بر تاریخی که پست فطرت هایی مانند خالد بن ولید و عمر و ... را تمجید میکند و اشخاصی مانند حمزه سید الشهداء و ما بقی از شهیدان جنگ اُحد را گم میکند .  #احمد_الحسن #پرسپولیس #فوری #محمود_مهرابى #پارک_لاله,"May 6, 2024 · 6:13 PM UTC",4,0
103,https://twitter.com/Argavan1324/status/1787438731990806822#m,تمام موارد صحیح هست و منطبق بر سید #احمد_الحسن ع #پارک_لاله,"May 6, 2024 · 11:06 AM UTC",20,1
104,https://twitter.com/Goddeputyy/status/1787416692907184503#m,زینب جون‌رو یادتونه میگفت هرکی ناراضیه جمع کنه بره؟ حالا مسلمونایی که درانتخابات فعلیِ «بریتانیای قبلاً کبیر» رأی آوردن، میفرمایند؛ هرکی تطبیق #Sharia در اِنگلستان رو قبول نداره، میتونه از این اَنگَلِستان بره! غرب بدست #چپول ها هی ذلیل تر میشه :))  #محمود_مهرابى #پارک_لاله #Rafah,"May 6, 2024 · 9:38 AM UTC",4,1
105,https://twitter.com/Farhad659035/status/1787415989476585646#m,تهران سرسبز و بهاری، از این بالا #شیراز #طوفان_الاقصی #پارک_لاله,"May 6, 2024 · 9:35 AM UTC",1,0
106,https://twitter.com/Farhad659035/status/1787415250385744203#m,برنامه‌م برای دوران پیری: #شیراز #پارک_لاله #سنگر_خدمت,"May 6, 2024 · 9:32 AM UTC",3,0
107,https://twitter.com/mehradmoha35632/status/1787399452031848524#m,#پارک_لاله #کادیز_گیت #زاکانی #خسرو_بشارت  کتاب #توهم_بی_خدایی   معجزه قرن  فرستاده امام زمان(عج) ؛ پاسخ بزرگان الحاد و خداناباوری را داده است. 👇  https://t.me/atheism_delusion/279 almahdyoon.co #احمدالحسن_را_بشناس,"May 6, 2024 · 8:30 AM UTC",16,1
108,https://twitter.com/sasa25palto/status/1787385263460647344#m,#سیدعلی_کص_ننت نه لینک میشه تو کص ننه و زن بانکی پور #زن_زندگى_آزادى‌ #پارک_لاله #توماج_صالحی,"May 6, 2024 · 7:33 AM UTC",2,0
109,https://twitter.com/Goddeputyy/status/1787406002830148071#m,اگر قبلا شک داشتم الان دیگه یقین پیدا کردم که این بیشرفی ها از کجا آب میخوره! صدها توئیت با مضمون عکس زیر نشون میده پشت پرده چه خبره!  #پارک_لاله #Rafah #روز_سیاه_فوتبال,"May 6, 2024 · 8:56 AM UTC",2,0
110,https://twitter.com/Hadis1310313/status/1787411608244756684#m,💠چه فرصت خوبی برای کسانی که خبر آمدن وصی و فرستاده ی امام مهدی ع و شنیدن و میخوان که بیشتر بدونن!!!!    سه شنبه ساعت 23 منتظر حضور گرمتون در لایو اینستاگرامی انصار امام مهدی ع خواهیم بود 🤗  #احمد_الحسن #بسیج_مردم #پارک_لاله,"May 6, 2024 · 9:18 AM UTC",10,1
111,https://twitter.com/sasa25palto/status/1787384734995112435#m,#سیدعلی_کص_ننت الان  در ایران به طور متوسط روزانه یک طلبه در حوضه های علمیه در کون صدتا آخوند می‌زاره #پارک_لاله #فقر_فساد_گرونی #زن_زندگى_آزادى‌,"May 6, 2024 · 7:31 AM UTC",2,0
112,https://twitter.com/sasa25palto/status/1787385485989433693#m,ننه اینا چی میگن؟#سیدعلی_کص_ننت #پارک_لاله #فقر_فساد_گرونی,"May 6, 2024 · 7:34 AM UTC",1,0
113,https://twitter.com/Hadis1310313/status/1787409383506292933#m,حیات دوباره  با  تـ❤️ـو آغاز میشود..!   سلام  ای ماه زیبای آسمان دلم!  #احمد_الحسن #بسیج_مردم #پارک_لاله,"May 6, 2024 · 9:09 AM UTC",13,1
114,https://twitter.com/Mo_Ka_hastam/status/1787393025225724349#m,واقعا آدم نمی‌دونه برای #گشت_ارشاد غصه بخوره، واسه #توماج_صالحی غصه بخوره، واسه #پارک_لاله، واسه #اینترنت آشغال، واسه سقوط مردم به زیر #خط_فقر، ... خونه‌ت بسوزه آخوند!,"May 6, 2024 · 8:04 AM UTC",13,1
115,https://twitter.com/mns_smi/status/1787380688209010744#m,به گزارش #دنیای_اقتصاد، #طرح_تفصیلی تهران، ساخت‌و‌ساز مجاز در پارک‌های شهری را منوط به ۴ کاربری: دفتر اداری پارک/نگهبانی/سرویس بهداشتی و خدمات غذایی کرده است؛ آن هم در صورتی که مجوز این چهار کاربری در کمیسیون ماده ۵ صادر شود! #شهرداری_تهران #پارک_قیطریه #پارک_لاله #مسجد,"May 6, 2024 · 7:15 AM UTC",1,0
116,https://twitter.com/_Graphist/status/1787377488403792251#m,#زاکانی یکنفر توضیح بده چرا ایشون به جان بوستان‌های تهران افتاده ؟ مگه نزدیم #پارک_لاله فاطمیه تهران وجود نداره ؟ کم مسجد داریم ؟,"May 6, 2024 · 7:02 AM UTC",17,10
117,https://twitter.com/EcoBizDaily/status/1787368682030567495#m,📌عکس جالب هوایی #پارک_لاله یکی از آخرین راه‌های تنفسی جزیره‌‌ی گرمایی به نام تهران!  🔹 ۳۰۰۰ مترمربع زمین وسط پارک لاله، برای یک ساخت و ساز عظیم حصارکشی شده است.  🔹هیچ منطقی از «ساخت و ساز با هر نوع کاربری» در پارک لاله تهران دفاع نمی‌کند.  🔹پارک لاله، حتی مسجد هم دارد.  #زاکانی #پارک_قیطریه,"May 6, 2024 · 6:27 AM UTC",48,1
118,https://twitter.com/setarehghotbi/status/1787367984417141146#m,زاکانی در زندگی قبلیش: #پارک_لاله #پار,"May 6, 2024 · 6:25 AM UTC",57,2
119,https://twitter.com/Ali_A_Motahari/status/1787356845067133201#m,منفعت یک درخت از انسانها بیشتر است. نفس انسان‌ها به وجود درخت و درختان است. با قطع هر درخت از نفس کشیدن انسان‌ها جلوگیری می‌کنیم و این یعنی قتل   #پارک_لاله #زاکانی @arzakani4,"May 6, 2024 · 5:40 AM UTC",0,0
120,https://twitter.com/RaeisiSabra/status/1787347925548388725#m,#شهر_پایدار شهری است اکولوژیک؛ که تاثیرات خود بر محیط زیست را به حداقل می‌رساند. جایی که بین ساختمان‌ها و فضای شهری تعادل وجود دارد. ریچارد راجرز  عکس: نمایی از شمیران/ تهران  وقتی بین فضای سبز و ساختمان‌ها تعادلی وجود داشت...  #پارک_لاله #پارک_قیطریه,"May 6, 2024 · 5:05 AM UTC",36,2
121,https://twitter.com/validsource20/status/1787356363699503346#m,اطراف #پارک_لاله دو تا از غنی‌ترین مساجد تهران و فاطمیه بزرگ تهران قرار دارند. ساخت مسجد در پارک لاله صرفا از پفیوزی زاکانی و تلاشش برای بالا کشیدن سیاسی خودشه؛ والله یک جو نیت معنوی در ساخت این مساجد نیست؛ خواهیم دید که این #مساجد_زوری از صدتا قمارخونه بدتر و فاسدتر خواهند شد.,"May 6, 2024 · 5:38 AM UTC",423,19
122,https://twitter.com/r_omidvar/status/1787356574421291445#m,«زنده باد درخت» می نویسند اما دست به قتل درختان می زنند. #پارک_لاله,"May 6, 2024 · 5:39 AM UTC",108,3
123,https://twitter.com/talieh224334/status/1787345422027244007#m,حق ندارند درخت ها را ببرند به هیچ عنوان تحصن تحصن #پارک_لاله #محیط_زیست #حفاظت_از_محیط_زیست,"May 6, 2024 · 4:55 AM UTC",0,0
124,https://twitter.com/Shahed_Ahmedi/status/1787338253239992711#m,"""آیا دختر بالغ برای ازدواج باید رضایت پدر را داشته باشد؟""  سؤال من از امام #احمد_الحسن: می‌خواهم با دختری که پدرش سنّی و مادرش شیعه‌ای است که فوت کرده (خداوند رحمتش کند) ازدواج کنم.  وی با مادر بزرگش یعنی مادر مادرش زندگی می‌کند و   #اللهم_عجل_لوليک_الفرج #پارک_لاله","May 6, 2024 · 4:27 AM UTC",48,1
125,https://twitter.com/noruzbaigh/status/1787270780977639789#m,می ترسم از درختهای #پارک_لاله بنویسم که کلی از این پارک و درختاش در دوران دانشجویی  خاطره دارم بگن پانتورک را چه به درخت برگرد مغولستان ؛ البته من از این حرفا نمی ترسم و می گویم حتی درختهای این سرزمین در عذابند در  نبود آزادی. #پارک_قیطریه,"May 5, 2024 · 11:58 PM UTC",22,2
126,https://twitter.com/umbrella_oak/status/1787221264760803664#m,از ابتدا برای این پارسل روی نقشه  کاربری فرهنگی تعریف شده. سمت غرب موزه هنرهای معاصر(هنر)  شمال هتل بین المللی (توریست)  سمت شرق کانون پرورش فکری سالنهای ورزشی (جوانان) در جنوب شرقی یک زمین گودبرداری رها شده    قطعا آن هم کاربری عمومی داره از آن استفاده کنید! چرا #پارک_لاله ؟,"May 5, 2024 · 8:42 PM UTC",0,1
127,https://twitter.com/umbrella_oak/status/1787220491024965737#m,اتفاقا سالهاست که دانشجویان معماری دانشگاه آزاد شمال برای این زمین جنوب شرقی بناهای  فرهنگی طراحی کرده اند .از آن ها استفاده کنید . اگر کاربری آن عوض شده بگردید ببینید چرا و چه کسی؟ به نظر می‌رسد مشکلی در سند یا ساخت دارد که ۴۰ سال است رها شده   درختان #پارک_لاله ریه های ما هستند,"May 5, 2024 · 8:39 PM UTC",7,1
128,https://twitter.com/shayanScience/status/1787210199800922361#m,🌟حضرت امام صادق صلوات الله علیه: 💎دین و اصل دین یک مرد است و این مرد، همان یقین و ایمان است و او همان امام امت زمان خویش است  پس هرکس او را بشناسد خدا را شناخته و هرکس منکر او شود؛ منکر خدا و دین او شده است 📚بصائر الدرجات، ج1، ص: 529 #احمد_الحسن #فوری #پارک_لاله,"May 5, 2024 · 7:58 PM UTC",35,3
129,https://twitter.com/Aghoohamsadeh/status/1787207725752926307#m,آقو میگما دیگه نمیشه پارک هم بریم،  آخه کاکو یهو دیدی زاکانی میاد دورت حصار میکشه ، یهو میفتی وسط پروژه !!  #پارک_لاله,"May 5, 2024 · 7:48 PM UTC",1,0
130,https://twitter.com/nabavi8/status/1787201382627369190#m,#زاکانی انگار قسم خورده تمام درخت های تهران را قطع کند  اینبار #پارک_لاله,"May 5, 2024 · 7:23 PM UTC",0,2
131,https://twitter.com/ham1372mzn1380/status/1787192003459228029#m,توییت هابی که در مورد #پارک_لاله ترند میشه،همش یکیه یکی دستور داده فلان توییت ترند بشه و همه بدون تغییر حتی یه ویرگول دارن نشر میدن طرف و میشناسم شهرستانیه اما خودشو تهرانی جا میزنه آبشخور اینا احتمالا شورای شهره که نمیخان شهردار به پیشرفت تهران کمک کنه,"May 5, 2024 · 6:45 PM UTC",1,0
132,https://twitter.com/kooroosh/status/1787188686620168544#m,#پارک_لاله  حاج غلامحسین خان #کرباسچی @ghkarbaschi  تخم علف هرزی رو پایه گذاری کردکه امروز زاکانی در حال چیدن میوه اشه.کرباسچی کسی بود که شهرداری رو از یک نهادخدماتی و سرویس دهی به یک بنگاه بازرگانی تبدیل کرد.اونهم برای رفقا و دوستان گرمابه و گلستان به قیمت نابودی شهری بنام تهران,"May 5, 2024 · 6:32 PM UTC",1,1
133,https://twitter.com/Mohammad64karim/status/1787184338053788063#m,"کارزار""تعرض به بوستانها را متوقف کنید"" تنها منحصر به #پارک_لاله نیست بلکه متعلق به تمامی پارک های در معرض خطر ساخت و ساز و مداخله است. اینک نمونه ای دیگر: #بوستان_خوارزمی  (ضلع شمال‌شرقی تقاطع بزرگراه‌های همت و چمران و سمت غربی بیمارستان بقیه‌الله) https://www.karzar.net/114055","May 5, 2024 · 6:15 PM UTC",7,0
134,https://twitter.com/jkh1974/status/1787177012391506104#m,لعنت بر زاکانی لعنت بر شورای شهر لعنت بر چمران لعنت بر جمهوری اسلامی #اخراج_زاکانی #پارک_لاله #پارک_قیطریه #شورای_شهر_بیعرضه #اخراج_افغانی_مطالبه_ملی,"May 5, 2024 · 5:46 PM UTC",0,0
135,https://twitter.com/soheil_nr/status/1787175323668496715#m,هدف کفتارها سلب حق و احساس آزادی ملت ایران و شهروندان تهرانی است.  #پارک_قیطریه #پارک_لاله #پیاده‌راه_منطقه۱۷,"May 5, 2024 · 5:39 PM UTC",0,0
136,https://twitter.com/sasa25palto/status/1787168025289887905#m,#خامنه_ای_را_بکشید بعد از مردن #سيدعلى_كص_ننت  این عرزشی ها یه حماسه عاشورایی از این دست چلاق میسازن،یه زیارتگاه میسازن براش یه عده خر هم میرن شفا بگیرن ،ببینین کی گفتم. #زن_زندگى_آزادى #پارک_لاله #ژیلا_صادقی,"May 5, 2024 · 5:10 PM UTC",7,2
137,https://twitter.com/10313Arash/status/1787167234042859537#m,اگر مشتاق اقامت در زندان هستی، کافیه از وصیت پیامبر در شب وفاتش دفاع کنی کافیه به اون شخصی که وصیت پیامبر را دوباره آشکار کرد یعنی سید #احمد_الحسن یمانی موعود، وصی و فرستاده امام مهدی و همان احمد مذکور در وصیت ایمان بیاری #اللهم_عجل_لوليك_الفرج #فوری #پارک_لاله #اردیبهشت_مقاومت,"May 5, 2024 · 5:07 PM UTC",62,5
138,https://twitter.com/sasa25palto/status/1787165029038481815#m,#ژیلا_صادقی منم بودم میرفتم از دست طالبان فرار میکردم. #سيدعلى_كص_ننت #زن_زندگى_آزادى #پارک_لاله,"May 5, 2024 · 4:58 PM UTC",0,0
139,https://twitter.com/sasa25palto/status/1787164715241689307#m,#ژیلا_صادقی ژیلا رفت آمریکا ،رویا رفت تیمارستان #سيد_على_كص_ننت #پارک_لاله #زن_زندگى_آزادى,"May 5, 2024 · 4:57 PM UTC",1,0
140,https://twitter.com/NakedAkhoond/status/1787163392861524462#m,⚠️ساختمان  فرهنگی دیکتاتوری اسلامی  در پارک لاله؟  رژیم سالانه بیش از ۲۰ هزار نفر را از آلودگی هوا می‌کشد و حالا شهرداری تهران بعد از #پارک_قیطریه کمر به قتل درخت‌های  #پارک_لاله بسته است!  سوده نجفی، عضو شورای شهر تهران روز یکشنبه در جلسه این شورا گفت قرار است در این محوطه «یک فضای فرهنگی» ساخته شود‼️,"May 5, 2024 · 4:52 PM UTC",7,0
141,https://twitter.com/sasa25palto/status/1787160513383690360#m,خدا لعنتت کنه #سیدعلی_کص_ننت خوابیدم و خواب دیدم تو شیراز بمب اتمی انداختن ،خامنه ای هم در سخنرانی کرد و هی گفت دژمن،دژمن تو خواب هم مارو عذاب میدی #پارک_لاله #ژیلا_صاقی #زن_زندگى_آزادى‌,"May 5, 2024 · 4:40 PM UTC",3,0
142,https://twitter.com/jkh1974/status/1787143847874625737#m,لعنت بر زاکانی لعنت بر شورای شهر لعنت بر چمران لعنت بر جمهوری اسلامی #اخراج_زاکانی #پارک_لاله #پارک_قیطریه #شورای_شهر_بیعرضه #اخراج_افغانی_مطالبه_ملی,"May 5, 2024 · 3:34 PM UTC",1,0
143,https://twitter.com/VVahdani/status/1787132147385372726#m,#تلخ_حکمرانی وقتی به جای ادراک از مسائل، بر اساس احساس‌تان و پیش‌فرض‌هایتان سیاستگذاری می‌کنید، نتیجه می‌شود آلودگی هوا و ترافیک و محو باغات تهران و حالاهم تجاوز عنف به ته‌مانده فضای سبز تهران! #پارک_لاله #پارک_قیطربه,"May 5, 2024 · 2:48 PM UTC",2,0
144,https://twitter.com/naseryamani313/status/1787111748698292632#m,متأسفانه بیشتر مردم به ظلمت این عالم جسمانی روی می‌آورند و از پروردگارشان غفلت می‌کنند؛ در نتیجه این طریق (طریق وحی الهی) را جز گروه اندکی مانند انبیاء و اولیاء الهی نمی‌پیمایند.  #احمد_الحسن #پارک_لاله,"May 5, 2024 · 1:26 PM UTC",2,0
145,https://twitter.com/abnegarir/status/1787124512862929399#m,"اصل 50 قانون اساسی :«در جمهوری اسلامی, حفاظت محیط زیست که نسل امروز و نسل های بعد باید در آن حیات اجتماعی رو به رشدی داشته باشند, وظیفه عمومی تلقی می گردد. از این رو فعالیتهای اقتصادی و غیر آن که با آلودگی محیط زیست یا تخریب غیرقابل جبران آن ملازمه پیدا کند, ممنوع است» #پارک_لاله","May 5, 2024 · 2:17 PM UTC",7,0
146,https://twitter.com/Mohammad64karim/status/1787129830254719174#m,"بیانیه انجمن صنفی مهندسان مشاور معمار و شهرساز در خصوص ضرورت حفاظت از ميراث طبیعی/تاریخی شهر تهران در این خصوص می توانید از کارزار""تعرض به بوستانها را متوقف کنید"" حمایت کنید: https://www.karzar.net/114055 #نجات_بوستانها #پارک_لاله #پارک_قیطریه","May 5, 2024 · 2:38 PM UTC",6,0
147,https://twitter.com/HadiSep1985/status/1787111461229342799#m,حتی واسه اعتراض به تخریب #پارک_لاله هم بی خایه اید و کون به دوربین؟  بی وجودا اینکه دیگه سیاسی نیست میترسید، خاک بر سرتون ملت,"May 5, 2024 · 1:25 PM UTC",1,1
148,https://twitter.com/rouydad24ir/status/1787109825467261061#m,در مسئله #پارک_قیطریه  هم شهرداری عقب‌نشینی کرد، به جای مسجد ۸۰۰ متری گفت می‌خواهیم مسجد ۲۰۰ متری بسازیم؛ عقب‌نشینی کرده‌اند، اما اعلام نمی‌کنند. برایشان افت دارد که بگویند به حرف مردم احترام گذاشتیم.  #پارک_لاله,"May 5, 2024 · 1:19 PM UTC",1,0
149,https://twitter.com/rouydad24ir/status/1787109265699721415#m,طبق مطالعاتی که خود شهرداری تهران انجام داده، ۹۹.۷ درصد مردم تهران دچار جنبه‌های مختلفی از افسردگی هستند و از تهران به عنوان ابرشهر افسرده یاد می‌شود.  نباید به شهرداری #تهران اجازه چنین اشتباه فاحشی را بدهند #پارک_لاله,"May 5, 2024 · 1:17 PM UTC",0,1
150,https://twitter.com/kazemzadehmousa/status/1787107231269376382#m,اجازه #اعدام درختان در پارک لاله را نخواهیم داد  طرح شهرداری برای ساخت و ساز در پارک لاله، با انتقاد شماری از اعضای شورای شهر هم روبرو شده و #چمران، رئیس شورای شهر #تهران گفته«قرار نیست درختی قطع شود.» #اعدام_درختان #پارک_لاله #قطع_درختان #بازار_تبریز_آنلاین,"May 5, 2024 · 1:09 PM UTC",0,0
151,https://twitter.com/zoheirebrahimi/status/1787094263823528133#m,و اما هیاهوی #پارک_لاله مانند پارک قیطریه  حامل یک نتیجه هست. آنهم دل سردکردن مدیریت شهری برای ساختن تهران زیبا و عاری از آلودگیست. عزیزان منتقد، در لابلای انتقادات بی دلیلتان،پیشرفت های تهران را هم ببینید.,"May 5, 2024 · 12:17 PM UTC",13,2
152,https://twitter.com/Ghazale79364118/status/1787084569742631015#m,جوابشون برای ثبت شکایت درمورد #پارک_لاله اینه: درختی قطع نمیشه، فقط قراره جابجا بشه! از ریشه قراره درختها رو جابجا کنیم، همین!!!!,"May 5, 2024 · 11:38 AM UTC",1,0
153,https://twitter.com/EcoBizDaily/status/1787066601302270007#m,📌 چمران: قراردادهای #زاکانی محرمانه است، انتشار آن مشکل امنیتی دارد  🔹 او در مورد تغییرات در #پارک_لاله هم گفت: پس از جشن‌های ماه رمضان احساس شد که پارک لاله نیاز به چنین فضایی دارد، برای همین حصارکشی‌ شد,"May 5, 2024 · 10:27 AM UTC",13,5
